x1	y1	x2	y2	URL	File	Tile	LonMin	LatMin	LonMin	LatMax
1470	250	1500	270	http://viewfinderpanoramas.org/dem3/J50.zip	dem3/J50.zip	J50	114	40	120	36
1500	250	1530	270	http://viewfinderpanoramas.org/dem3/J51.zip	dem3/J51.zip	J51	120	40	126	36
1530	250	1560	270	http://viewfinderpanoramas.org/dem3/J52.zip	dem3/J52.zip	J52	126	40	132	36
1560	250	1590	270	http://viewfinderpanoramas.org/dem3/J53.zip	dem3/J53.zip	J53	132	40	138	36
1590	250	1620	270	http://viewfinderpanoramas.org/dem3/J54.zip	dem3/J54.zip	J54	138	40	144	36
270	270	300	290	http://viewfinderpanoramas.org/dem3/I10.zip	dem3/I10.zip	I10	-126	36	-120	32
300	270	330	290	http://viewfinderpanoramas.org/dem3/I11.zip	dem3/I11.zip	I11	-120	36	-114	32
330	270	360	290	http://viewfinderpanoramas.org/dem3/I12.zip	dem3/I12.zip	I12	-114	36	-108	32
360	270	390	290	http://viewfinderpanoramas.org/dem3/I13.zip	dem3/I13.zip	I13	-108	36	-102	32
390	270	420	290	http://viewfinderpanoramas.org/dem3/I14.zip	dem3/I14.zip	I14	-102	36	-96	32
420	270	450	290	http://viewfinderpanoramas.org/dem3/I15.zip	dem3/I15.zip	I15	-96	36	-90	32
450	270	480	290	http://viewfinderpanoramas.org/dem3/I16.zip	dem3/I16.zip	I16	-90	36	-84	32
480	270	510	290	http://viewfinderpanoramas.org/dem3/I17.zip	dem3/I17.zip	I17	-84	36	-78	32
510	270	540	290	http://viewfinderpanoramas.org/dem3/I18.zip	dem3/I18.zip	I18	-78	36	-72	32
570	270	600	290	http://viewfinderpanoramas.org/dem3/I20.zip	dem3/I20.zip	I20	-66	36	-60	32
810	270	840	290	http://viewfinderpanoramas.org/dem3/I28.zip	dem3/I28.zip	I28	-18	36	-12	32
840	270	870	290	http://viewfinderpanoramas.org/dem3/I29.zip	dem3/I29.zip	I29	-12	36	-6	32
870	270	900	290	http://viewfinderpanoramas.org/dem3/I30.zip	dem3/I30.zip	I30	-6	36	0	32
900	270	930	290	http://viewfinderpanoramas.org/dem3/I31.zip	dem3/I31.zip	I31	0	36	6	32
930	270	960	290	http://viewfinderpanoramas.org/dem3/I32.zip	dem3/I32.zip	I32	6	36	12	32
960	270	990	290	http://viewfinderpanoramas.org/dem3/I33.zip	dem3/I33.zip	I33	12	36	18	32
990	270	1020	290	http://viewfinderpanoramas.org/dem3/I34.zip	dem3/I34.zip	I34	18	36	24	32
1020	270	1050	290	http://viewfinderpanoramas.org/dem3/I35.zip	dem3/I35.zip	I35	24	36	30	32
1050	270	1080	290	http://viewfinderpanoramas.org/dem3/I36.zip	dem3/I36.zip	I36	30	36	36	32
1080	270	1110	290	http://viewfinderpanoramas.org/dem3/I37.zip	dem3/I37.zip	I37	36	36	42	32
1110	270	1140	290	http://viewfinderpanoramas.org/dem3/I38.zip	dem3/I38.zip	I38	42	36	48	32
1140	270	1170	290	http://viewfinderpanoramas.org/dem3/I39.zip	dem3/I39.zip	I39	48	36	54	32
1170	270	1200	290	http://viewfinderpanoramas.org/dem3/I40.zip	dem3/I40.zip	I40	54	36	60	32
1200	270	1230	290	http://viewfinderpanoramas.org/dem3/I41.zip	dem3/I41.zip	I41	60	36	66	32
1230	270	1260	290	http://viewfinderpanoramas.org/dem3/I42.zip	dem3/I42.zip	I42	66	36	72	32
1260	270	1290	290	http://viewfinderpanoramas.org/dem3/I43.zip	dem3/I43.zip	I43	72	36	78	32
1290	270	1320	290	http://viewfinderpanoramas.org/dem3/I44.zip	dem3/I44.zip	I44	78	36	84	32
1320	270	1350	290	http://viewfinderpanoramas.org/dem3/I45.zip	dem3/I45.zip	I45	84	36	90	32
1350	270	1380	290	http://viewfinderpanoramas.org/dem3/I46.zip	dem3/I46.zip	I46	90	36	96	32
1380	270	1410	290	http://viewfinderpanoramas.org/dem3/I47.zip	dem3/I47.zip	I47	96	36	102	32
1410	270	1440	290	http://viewfinderpanoramas.org/dem3/I48.zip	dem3/I48.zip	I48	102	36	108	32
1440	270	1470	290	http://viewfinderpanoramas.org/dem3/I49.zip	dem3/I49.zip	I49	108	36	114	32
1470	270	1500	290	http://viewfinderpanoramas.org/dem3/I50.zip	dem3/I50.zip	I50	114	36	120	32
1500	270	1530	290	http://viewfinderpanoramas.org/dem3/I51.zip	dem3/I51.zip	I51	120	36	126	32
1530	270	1560	290	http://viewfinderpanoramas.org/dem3/I52.zip	dem3/I52.zip	I52	126	36	132	32
1560	270	1590	290	http://viewfinderpanoramas.org/dem3/I53.zip	dem3/I53.zip	I53	132	36	138	32
1590	270	1620	290	http://viewfinderpanoramas.org/dem3/I54.zip	dem3/I54.zip	I54	138	36	144	32
0	290	30	310	http://viewfinderpanoramas.org/dem3/H01.zip	dem3/H01.zip	H01	-180	32	-174	28
300	290	330	310	http://viewfinderpanoramas.org/dem3/H11.zip	dem3/H11.zip	H11	-120	32	-114	28
330	290	360	310	http://viewfinderpanoramas.org/dem3/H12.zip	dem3/H12.zip	H12	-114	32	-108	28
360	290	390	310	http://viewfinderpanoramas.org/dem3/H13.zip	dem3/H13.zip	H13	-108	32	-102	28
390	290	420	310	http://viewfinderpanoramas.org/dem3/H14.zip	dem3/H14.zip	H14	-102	32	-96	28
420	290	450	310	http://viewfinderpanoramas.org/dem3/H15.zip	dem3/H15.zip	H15	-96	32	-90	28
450	290	480	310	http://viewfinderpanoramas.org/dem3/H16.zip	dem3/H16.zip	H16	-90	32	-84	28
480	290	510	310	http://viewfinderpanoramas.org/dem3/H17.zip	dem3/H17.zip	H17	-84	32	-78	28
780	290	810	310	http://viewfinderpanoramas.org/dem3/H27.zip	dem3/H27.zip	H27	-24	32	-18	28
810	290	840	310	http://viewfinderpanoramas.org/dem3/H28.zip	dem3/H28.zip	H28	-18	32	-12	28
840	290	870	310	http://viewfinderpanoramas.org/dem3/H29.zip	dem3/H29.zip	H29	-12	32	-6	28
870	290	900	310	http://viewfinderpanoramas.org/dem3/H30.zip	dem3/H30.zip	H30	-6	32	0	28
900	290	930	310	http://viewfinderpanoramas.org/dem3/H31.zip	dem3/H31.zip	H31	0	32	6	28
930	290	960	310	http://viewfinderpanoramas.org/dem3/H32.zip	dem3/H32.zip	H32	6	32	12	28
960	290	990	310	http://viewfinderpanoramas.org/dem3/H33.zip	dem3/H33.zip	H33	12	32	18	28
990	290	1020	310	http://viewfinderpanoramas.org/dem3/H34.zip	dem3/H34.zip	H34	18	32	24	28
1020	290	1050	310	http://viewfinderpanoramas.org/dem3/H35.zip	dem3/H35.zip	H35	24	32	30	28
1050	290	1080	310	http://viewfinderpanoramas.org/dem3/H36.zip	dem3/H36.zip	H36	30	32	36	28
1080	290	1110	310	http://viewfinderpanoramas.org/dem3/H37.zip	dem3/H37.zip	H37	36	32	42	28
1110	290	1140	310	http://viewfinderpanoramas.org/dem3/H38.zip	dem3/H38.zip	H38	42	32	48	28
1140	290	1170	310	http://viewfinderpanoramas.org/dem3/H39.zip	dem3/H39.zip	H39	48	32	54	28
1170	290	1200	310	http://viewfinderpanoramas.org/dem3/H40.zip	dem3/H40.zip	H40	54	32	60	28
1200	290	1230	310	http://viewfinderpanoramas.org/dem3/H41.zip	dem3/H41.zip	H41	60	32	66	28
1230	290	1260	310	http://viewfinderpanoramas.org/dem3/H42.zip	dem3/H42.zip	H42	66	32	72	28
1260	290	1290	310	http://viewfinderpanoramas.org/dem3/H43.zip	dem3/H43.zip	H43	72	32	78	28
1290	290	1320	310	http://viewfinderpanoramas.org/dem3/H44.zip	dem3/H44.zip	H44	78	32	84	28
1320	290	1350	310	http://viewfinderpanoramas.org/dem3/H45.zip	dem3/H45.zip	H45	84	32	90	28
1350	290	1380	310	http://viewfinderpanoramas.org/dem3/H46.zip	dem3/H46.zip	H46	90	32	96	28
1380	290	1410	310	http://viewfinderpanoramas.org/dem3/H47.zip	dem3/H47.zip	H47	96	32	102	28
1410	290	1440	310	http://viewfinderpanoramas.org/dem3/H48.zip	dem3/H48.zip	H48	102	32	108	28
1440	290	1470	310	http://viewfinderpanoramas.org/dem3/H49.zip	dem3/H49.zip	H49	108	32	114	28
1470	290	1500	310	http://viewfinderpanoramas.org/dem3/H50.zip	dem3/H50.zip	H50	114	32	120	28
1500	290	1530	310	http://viewfinderpanoramas.org/dem3/H51.zip	dem3/H51.zip	H51	120	32	126	28
1530	290	1560	310	http://viewfinderpanoramas.org/dem3/H52.zip	dem3/H52.zip	H52	126	32	132	28
1590	290	1620	310	http://viewfinderpanoramas.org/dem3/H54.zip	dem3/H54.zip	H54	138	32	144	28
0	310	30	330	http://viewfinderpanoramas.org/dem3/G01.zip	dem3/G01.zip	G01	-180	28	-174	24
30	310	60	330	http://viewfinderpanoramas.org/dem3/G02.zip	dem3/G02.zip	G02	-174	28	-168	24
300	310	330	330	http://viewfinderpanoramas.org/dem3/G11.zip	dem3/G11.zip	G11	-120	28	-114	24
330	310	360	330	http://viewfinderpanoramas.org/dem3/G12.zip	dem3/G12.zip	G12	-114	28	-108	24
360	310	390	330	http://viewfinderpanoramas.org/dem3/G13.zip	dem3/G13.zip	G13	-108	28	-102	24
390	310	420	330	http://viewfinderpanoramas.org/dem3/G14.zip	dem3/G14.zip	G14	-102	28	-96	24
480	310	510	330	http://viewfinderpanoramas.org/dem3/G17.zip	dem3/G17.zip	G17	-84	28	-78	24
510	310	540	330	http://viewfinderpanoramas.org/dem3/G18.zip	dem3/G18.zip	G18	-78	28	-72	24
780	310	810	330	http://viewfinderpanoramas.org/dem3/G27.zip	dem3/G27.zip	G27	-24	28	-18	24
810	310	840	330	http://viewfinderpanoramas.org/dem3/G28.zip	dem3/G28.zip	G28	-18	28	-12	24
840	310	870	330	http://viewfinderpanoramas.org/dem3/G29.zip	dem3/G29.zip	G29	-12	28	-6	24
870	310	900	330	http://viewfinderpanoramas.org/dem3/G30.zip	dem3/G30.zip	G30	-6	28	0	24
900	310	930	330	http://viewfinderpanoramas.org/dem3/G31.zip	dem3/G31.zip	G31	0	28	6	24
930	310	960	330	http://viewfinderpanoramas.org/dem3/G32.zip	dem3/G32.zip	G32	6	28	12	24
960	310	990	330	http://viewfinderpanoramas.org/dem3/G33.zip	dem3/G33.zip	G33	12	28	18	24
990	310	1020	330	http://viewfinderpanoramas.org/dem3/G34.zip	dem3/G34.zip	G34	18	28	24	24
1020	310	1050	330	http://viewfinderpanoramas.org/dem3/G35.zip	dem3/G35.zip	G35	24	28	30	24
1050	310	1080	330	http://viewfinderpanoramas.org/dem3/G36.zip	dem3/G36.zip	G36	30	28	36	24
1080	310	1110	330	http://viewfinderpanoramas.org/dem3/G37.zip	dem3/G37.zip	G37	36	28	42	24
1110	310	1140	330	http://viewfinderpanoramas.org/dem3/G38.zip	dem3/G38.zip	G38	42	28	48	24
1140	310	1170	330	http://viewfinderpanoramas.org/dem3/G39.zip	dem3/G39.zip	G39	48	28	54	24
1170	310	1200	330	http://viewfinderpanoramas.org/dem3/G40.zip	dem3/G40.zip	G40	54	28	60	24
1200	310	1230	330	http://viewfinderpanoramas.org/dem3/G41.zip	dem3/G41.zip	G41	60	28	66	24
1230	310	1260	330	http://viewfinderpanoramas.org/dem3/G42.zip	dem3/G42.zip	G42	66	28	72	24
1260	310	1290	330	http://viewfinderpanoramas.org/dem3/G43.zip	dem3/G43.zip	G43	72	28	78	24
1290	310	1320	330	http://viewfinderpanoramas.org/dem3/G44.zip	dem3/G44.zip	G44	78	28	84	24
1320	310	1350	330	http://viewfinderpanoramas.org/dem3/G45.zip	dem3/G45.zip	G45	84	28	90	24
1350	310	1380	330	http://viewfinderpanoramas.org/dem3/G46.zip	dem3/G46.zip	G46	90	28	96	24
1380	310	1410	330	http://viewfinderpanoramas.org/dem3/G47.zip	dem3/G47.zip	G47	96	28	102	24
1410	310	1440	330	http://viewfinderpanoramas.org/dem3/G48.zip	dem3/G48.zip	G48	102	28	108	24
1440	310	1470	330	http://viewfinderpanoramas.org/dem3/G49.zip	dem3/G49.zip	G49	108	28	114	24
1470	310	1500	330	http://viewfinderpanoramas.org/dem3/G50.zip	dem3/G50.zip	G50	114	28	120	24
1500	310	1530	330	http://viewfinderpanoramas.org/dem3/G51.zip	dem3/G51.zip	G51	120	28	126	24
1530	310	1560	330	http://viewfinderpanoramas.org/dem3/G52.zip	dem3/G52.zip	G52	126	28	132	24
1590	310	1620	330	http://viewfinderpanoramas.org/dem3/G54.zip	dem3/G54.zip	G54	138	28	144	24
1650	310	1680	330	http://viewfinderpanoramas.org/dem3/G56.zip	dem3/G56.zip	G56	150	28	156	24
60	330	90	350	http://viewfinderpanoramas.org/dem3/F03.zip	dem3/F03.zip	F03	-168	24	-162	20
90	330	120	350	http://viewfinderpanoramas.org/dem3/F04.zip	dem3/F04.zip	F04	-162	24	-156	20
120	330	150	350	http://viewfinderpanoramas.org/dem3/F05.zip	dem3/F05.zip	F05	-156	24	-150	20
330	330	360	350	http://viewfinderpanoramas.org/dem3/F12.zip	dem3/F12.zip	F12	-114	24	-108	20
360	330	390	350	http://viewfinderpanoramas.org/dem3/F13.zip	dem3/F13.zip	F13	-108	24	-102	20
390	330	420	350	http://viewfinderpanoramas.org/dem3/F14.zip	dem3/F14.zip	F14	-102	24	-96	20
420	330	450	350	http://viewfinderpanoramas.org/dem3/F15.zip	dem3/F15.zip	F15	-96	24	-90	20
450	330	480	350	http://viewfinderpanoramas.org/dem3/F16.zip	dem3/F16.zip	F16	-90	24	-84	20
480	330	510	350	http://viewfinderpanoramas.org/dem3/F17.zip	dem3/F17.zip	F17	-84	24	-78	20
510	330	540	350	http://viewfinderpanoramas.org/dem3/F18.zip	dem3/F18.zip	F18	-78	24	-72	20
540	330	570	350	http://viewfinderpanoramas.org/dem3/F19.zip	dem3/F19.zip	F19	-72	24	-66	20
810	330	840	350	http://viewfinderpanoramas.org/dem3/F28.zip	dem3/F28.zip	F28	-18	24	-12	20
840	330	870	350	http://viewfinderpanoramas.org/dem3/F29.zip	dem3/F29.zip	F29	-12	24	-6	20
870	330	900	350	http://viewfinderpanoramas.org/dem3/F30.zip	dem3/F30.zip	F30	-6	24	0	20
900	330	930	350	http://viewfinderpanoramas.org/dem3/F31.zip	dem3/F31.zip	F31	0	24	6	20
930	330	960	350	http://viewfinderpanoramas.org/dem3/F32.zip	dem3/F32.zip	F32	6	24	12	20
960	330	990	350	http://viewfinderpanoramas.org/dem3/F33.zip	dem3/F33.zip	F33	12	24	18	20
990	330	1020	350	http://viewfinderpanoramas.org/dem3/F34.zip	dem3/F34.zip	F34	18	24	24	20
1020	330	1050	350	http://viewfinderpanoramas.org/dem3/F35.zip	dem3/F35.zip	F35	24	24	30	20
1050	330	1080	350	http://viewfinderpanoramas.org/dem3/F36.zip	dem3/F36.zip	F36	30	24	36	20
1080	330	1110	350	http://viewfinderpanoramas.org/dem3/F37.zip	dem3/F37.zip	F37	36	24	42	20
1110	330	1140	350	http://viewfinderpanoramas.org/dem3/F38.zip	dem3/F38.zip	F38	42	24	48	20
1140	330	1170	350	http://viewfinderpanoramas.org/dem3/F39.zip	dem3/F39.zip	F39	48	24	54	20
1170	330	1200	350	http://viewfinderpanoramas.org/dem3/F40.zip	dem3/F40.zip	F40	54	24	60	20
1230	330	1260	350	http://viewfinderpanoramas.org/dem3/F42.zip	dem3/F42.zip	F42	66	24	72	20
1260	330	1290	350	http://viewfinderpanoramas.org/dem3/F43.zip	dem3/F43.zip	F43	72	24	78	20
1290	330	1320	350	http://viewfinderpanoramas.org/dem3/F44.zip	dem3/F44.zip	F44	78	24	84	20
1320	330	1350	350	http://viewfinderpanoramas.org/dem3/F45.zip	dem3/F45.zip	F45	84	24	90	20
1350	330	1380	350	http://viewfinderpanoramas.org/dem3/F46.zip	dem3/F46.zip	F46	90	24	96	20
1380	330	1410	350	http://viewfinderpanoramas.org/dem3/F47.zip	dem3/F47.zip	F47	96	24	102	20
1410	330	1440	350	http://viewfinderpanoramas.org/dem3/F48.zip	dem3/F48.zip	F48	102	24	108	20
1440	330	1470	350	http://viewfinderpanoramas.org/dem3/F49.zip	dem3/F49.zip	F49	108	24	114	20
1470	330	1500	350	http://viewfinderpanoramas.org/dem3/F50.zip	dem3/F50.zip	F50	114	24	120	20
1500	330	1530	350	http://viewfinderpanoramas.org/dem3/F51.zip	dem3/F51.zip	F51	120	24	126	20
1560	330	1590	350	http://viewfinderpanoramas.org/dem3/F53.zip	dem3/F53.zip	F53	132	24	138	20
1620	330	1650	350	http://viewfinderpanoramas.org/dem3/F55.zip	dem3/F55.zip	F55	144	24	150	20
30	350	60	370	http://viewfinderpanoramas.org/dem3/E02.zip	dem3/E02.zip	E02	-174	20	-168	16
90	350	120	370	http://viewfinderpanoramas.org/dem3/E04.zip	dem3/E04.zip	E04	-162	20	-156	16
120	350	150	370	http://viewfinderpanoramas.org/dem3/E05.zip	dem3/E05.zip	E05	-156	20	-150	16
300	350	330	370	http://viewfinderpanoramas.org/dem3/E11.zip	dem3/E11.zip	E11	-120	20	-114	16
330	350	360	370	http://viewfinderpanoramas.org/dem3/E12.zip	dem3/E12.zip	E12	-114	20	-108	16
360	350	390	370	http://viewfinderpanoramas.org/dem3/E13.zip	dem3/E13.zip	E13	-108	20	-102	16
390	350	420	370	http://viewfinderpanoramas.org/dem3/E14.zip	dem3/E14.zip	E14	-102	20	-96	16
420	350	450	370	http://viewfinderpanoramas.org/dem3/E15.zip	dem3/E15.zip	E15	-96	20	-90	16
450	350	480	370	http://viewfinderpanoramas.org/dem3/E16.zip	dem3/E16.zip	E16	-90	20	-84	16
480	350	510	370	http://viewfinderpanoramas.org/dem3/E17.zip	dem3/E17.zip	E17	-84	20	-78	16
510	350	540	370	http://viewfinderpanoramas.org/dem3/E18.zip	dem3/E18.zip	E18	-78	20	-72	16
540	350	570	370	http://viewfinderpanoramas.org/dem3/E19.zip	dem3/E19.zip	E19	-72	20	-66	16
570	350	600	370	http://viewfinderpanoramas.org/dem3/E20.zip	dem3/E20.zip	E20	-66	20	-60	16
750	350	780	370	http://viewfinderpanoramas.org/dem3/E26.zip	dem3/E26.zip	E26	-30	20	-24	16
780	350	810	370	http://viewfinderpanoramas.org/dem3/E27.zip	dem3/E27.zip	E27	-24	20	-18	16
810	350	840	370	http://viewfinderpanoramas.org/dem3/E28.zip	dem3/E28.zip	E28	-18	20	-12	16
840	350	870	370	http://viewfinderpanoramas.org/dem3/E29.zip	dem3/E29.zip	E29	-12	20	-6	16
870	350	900	370	http://viewfinderpanoramas.org/dem3/E30.zip	dem3/E30.zip	E30	-6	20	0	16
900	350	930	370	http://viewfinderpanoramas.org/dem3/E31.zip	dem3/E31.zip	E31	0	20	6	16
930	350	960	370	http://viewfinderpanoramas.org/dem3/E32.zip	dem3/E32.zip	E32	6	20	12	16
960	350	990	370	http://viewfinderpanoramas.org/dem3/E33.zip	dem3/E33.zip	E33	12	20	18	16
990	350	1020	370	http://viewfinderpanoramas.org/dem3/E34.zip	dem3/E34.zip	E34	18	20	24	16
1020	350	1050	370	http://viewfinderpanoramas.org/dem3/E35.zip	dem3/E35.zip	E35	24	20	30	16
1050	350	1080	370	http://viewfinderpanoramas.org/dem3/E36.zip	dem3/E36.zip	E36	30	20	36	16
1080	350	1110	370	http://viewfinderpanoramas.org/dem3/E37.zip	dem3/E37.zip	E37	36	20	42	16
1110	350	1140	370	http://viewfinderpanoramas.org/dem3/E38.zip	dem3/E38.zip	E38	42	20	48	16
1140	350	1170	370	http://viewfinderpanoramas.org/dem3/E39.zip	dem3/E39.zip	E39	48	20	54	16
1170	350	1200	370	http://viewfinderpanoramas.org/dem3/E40.zip	dem3/E40.zip	E40	54	20	60	16
1260	350	1290	370	http://viewfinderpanoramas.org/dem3/E43.zip	dem3/E43.zip	E43	72	20	78	16
1290	350	1320	370	http://viewfinderpanoramas.org/dem3/E44.zip	dem3/E44.zip	E44	78	20	84	16
1320	350	1350	370	http://viewfinderpanoramas.org/dem3/E45.zip	dem3/E45.zip	E45	84	20	90	16
1350	350	1380	370	http://viewfinderpanoramas.org/dem3/E46.zip	dem3/E46.zip	E46	90	20	96	16
1380	350	1410	370	http://viewfinderpanoramas.org/dem3/E47.zip	dem3/E47.zip	E47	96	20	102	16
1410	350	1440	370	http://viewfinderpanoramas.org/dem3/E48.zip	dem3/E48.zip	E48	102	20	108	16
1440	350	1470	370	http://viewfinderpanoramas.org/dem3/E49.zip	dem3/E49.zip	E49	108	20	114	16
1470	350	1500	370	http://viewfinderpanoramas.org/dem3/E50.zip	dem3/E50.zip	E50	114	20	120	16
1500	350	1530	370	http://viewfinderpanoramas.org/dem3/E51.zip	dem3/E51.zip	E51	120	20	126	16
1620	350	1650	370	http://viewfinderpanoramas.org/dem3/E55.zip	dem3/E55.zip	E55	144	20	150	16
1710	350	1740	370	http://viewfinderpanoramas.org/dem3/E58.zip	dem3/E58.zip	E58	162	20	168	16
390	370	420	390	http://viewfinderpanoramas.org/dem3/D14.zip	dem3/D14.zip	D14	-102	16	-96	12
420	370	450	390	http://viewfinderpanoramas.org/dem3/D15.zip	dem3/D15.zip	D15	-96	16	-90	12
450	370	480	390	http://viewfinderpanoramas.org/dem3/D16.zip	dem3/D16.zip	D16	-90	16	-84	12
480	370	510	390	http://viewfinderpanoramas.org/dem3/D17.zip	dem3/D17.zip	D17	-84	16	-78	12
510	370	540	390	http://viewfinderpanoramas.org/dem3/D18.zip	dem3/D18.zip	D18	-78	16	-72	12
540	370	570	390	http://viewfinderpanoramas.org/dem3/D19.zip	dem3/D19.zip	D19	-72	16	-66	12
570	370	600	390	http://viewfinderpanoramas.org/dem3/D20.zip	dem3/D20.zip	D20	-66	16	-60	12
600	370	630	390	http://viewfinderpanoramas.org/dem3/D21.zip	dem3/D21.zip	D21	-60	16	-54	12
750	370	780	390	http://viewfinderpanoramas.org/dem3/D26.zip	dem3/D26.zip	D26	-30	16	-24	12
780	370	810	390	http://viewfinderpanoramas.org/dem3/D27.zip	dem3/D27.zip	D27	-24	16	-18	12
810	370	840	390	http://viewfinderpanoramas.org/dem3/D28.zip	dem3/D28.zip	D28	-18	16	-12	12
840	370	870	390	http://viewfinderpanoramas.org/dem3/D29.zip	dem3/D29.zip	D29	-12	16	-6	12
870	370	900	390	http://viewfinderpanoramas.org/dem3/D30.zip	dem3/D30.zip	D30	-6	16	0	12
900	370	930	390	http://viewfinderpanoramas.org/dem3/D31.zip	dem3/D31.zip	D31	0	16	6	12
930	370	960	390	http://viewfinderpanoramas.org/dem3/D32.zip	dem3/D32.zip	D32	6	16	12	12
960	370	990	390	http://viewfinderpanoramas.org/dem3/D33.zip	dem3/D33.zip	D33	12	16	18	12
990	370	1020	390	http://viewfinderpanoramas.org/dem3/D34.zip	dem3/D34.zip	D34	18	16	24	12
1020	370	1050	390	http://viewfinderpanoramas.org/dem3/D35.zip	dem3/D35.zip	D35	24	16	30	12
1050	370	1080	390	http://viewfinderpanoramas.org/dem3/D36.zip	dem3/D36.zip	D36	30	16	36	12
1080	370	1110	390	http://viewfinderpanoramas.org/dem3/D37.zip	dem3/D37.zip	D37	36	16	42	12
1110	370	1140	390	http://viewfinderpanoramas.org/dem3/D38.zip	dem3/D38.zip	D38	42	16	48	12
1140	370	1170	390	http://viewfinderpanoramas.org/dem3/D39.zip	dem3/D39.zip	D39	48	16	54	12
1170	370	1200	390	http://viewfinderpanoramas.org/dem3/D40.zip	dem3/D40.zip	D40	54	16	60	12
1260	370	1290	390	http://viewfinderpanoramas.org/dem3/D43.zip	dem3/D43.zip	D43	72	16	78	12
1290	370	1320	390	http://viewfinderpanoramas.org/dem3/D44.zip	dem3/D44.zip	D44	78	16	84	12
1350	370	1380	390	http://viewfinderpanoramas.org/dem3/D46.zip	dem3/D46.zip	D46	90	16	96	12
1380	370	1410	390	http://viewfinderpanoramas.org/dem3/D47.zip	dem3/D47.zip	D47	96	16	102	12
1410	370	1440	390	http://viewfinderpanoramas.org/dem3/D48.zip	dem3/D48.zip	D48	102	16	108	12
1440	370	1470	390	http://viewfinderpanoramas.org/dem3/D49.zip	dem3/D49.zip	D49	108	16	114	12
1470	370	1500	390	http://viewfinderpanoramas.org/dem3/D50.zip	dem3/D50.zip	D50	114	16	120	12
1500	370	1530	390	http://viewfinderpanoramas.org/dem3/D51.zip	dem3/D51.zip	D51	120	16	126	12
1620	370	1650	390	http://viewfinderpanoramas.org/dem3/D55.zip	dem3/D55.zip	D55	144	16	150	12
1740	370	1770	390	http://viewfinderpanoramas.org/dem3/D59.zip	dem3/D59.zip	D59	168	16	174	12
330	390	360	410	http://viewfinderpanoramas.org/dem3/C12.zip	dem3/C12.zip	C12	-114	12	-108	8
450	390	480	410	http://viewfinderpanoramas.org/dem3/C16.zip	dem3/C16.zip	C16	-90	12	-84	8
480	390	510	410	http://viewfinderpanoramas.org/dem3/C17.zip	dem3/C17.zip	C17	-84	12	-78	8
510	390	540	410	http://viewfinderpanoramas.org/dem3/C18.zip	dem3/C18.zip	C18	-78	12	-72	8
540	390	570	410	http://viewfinderpanoramas.org/dem3/C19.zip	dem3/C19.zip	C19	-72	12	-66	8
570	390	600	410	http://viewfinderpanoramas.org/dem3/C20.zip	dem3/C20.zip	C20	-66	12	-60	8
600	390	630	410	http://viewfinderpanoramas.org/dem3/C21.zip	dem3/C21.zip	C21	-60	12	-54	8
810	390	840	410	http://viewfinderpanoramas.org/dem3/C28.zip	dem3/C28.zip	C28	-18	12	-12	8
840	390	870	410	http://viewfinderpanoramas.org/dem3/C29.zip	dem3/C29.zip	C29	-12	12	-6	8
870	390	900	410	http://viewfinderpanoramas.org/dem3/C30.zip	dem3/C30.zip	C30	-6	12	0	8
900	390	930	410	http://viewfinderpanoramas.org/dem3/C31.zip	dem3/C31.zip	C31	0	12	6	8
930	390	960	410	http://viewfinderpanoramas.org/dem3/C32.zip	dem3/C32.zip	C32	6	12	12	8
960	390	990	410	http://viewfinderpanoramas.org/dem3/C33.zip	dem3/C33.zip	C33	12	12	18	8
990	390	1020	410	http://viewfinderpanoramas.org/dem3/C34.zip	dem3/C34.zip	C34	18	12	24	8
1020	390	1050	410	http://viewfinderpanoramas.org/dem3/C35.zip	dem3/C35.zip	C35	24	12	30	8
1050	390	1080	410	http://viewfinderpanoramas.org/dem3/C36.zip	dem3/C36.zip	C36	30	12	36	8
1080	390	1110	410	http://viewfinderpanoramas.org/dem3/C37.zip	dem3/C37.zip	C37	36	12	42	8
1110	390	1140	410	http://viewfinderpanoramas.org/dem3/C38.zip	dem3/C38.zip	C38	42	12	48	8
1140	390	1170	410	http://viewfinderpanoramas.org/dem3/C39.zip	dem3/C39.zip	C39	48	12	54	8
1260	390	1290	410	http://viewfinderpanoramas.org/dem3/C43.zip	dem3/C43.zip	C43	72	12	78	8
1290	390	1320	410	http://viewfinderpanoramas.org/dem3/C44.zip	dem3/C44.zip	C44	78	12	84	8
1350	390	1380	410	http://viewfinderpanoramas.org/dem3/C46.zip	dem3/C46.zip	C46	90	12	96	8
1380	390	1410	410	http://viewfinderpanoramas.org/dem3/C47.zip	dem3/C47.zip	C47	96	12	102	8
1410	390	1440	410	http://viewfinderpanoramas.org/dem3/C48.zip	dem3/C48.zip	C48	102	12	108	8
1440	390	1470	410	http://viewfinderpanoramas.org/dem3/C49.zip	dem3/C49.zip	C49	108	12	114	8
1470	390	1500	410	http://viewfinderpanoramas.org/dem3/C50.zip	dem3/C50.zip	C50	114	12	120	8
1500	390	1530	410	http://viewfinderpanoramas.org/dem3/C51.zip	dem3/C51.zip	C51	120	12	126	8
1530	390	1560	410	http://viewfinderpanoramas.org/dem3/C52.zip	dem3/C52.zip	C52	126	12	132	8
1560	390	1590	410	http://viewfinderpanoramas.org/dem3/C53.zip	dem3/C53.zip	C53	132	12	138	8
